,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
201,0.669,0.673,7,-9.754,1,0.0248,0.203,0.0271,0.164,0.867,132.68,audio_features,5lQKRR3MdJLtAwNBiT8Cq0,spotify:track:5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/tracks/5lQKRR3MdJLtAwNBiT8Cq0,https://api.spotify.com/v1/audio-analysis/5lQKRR3MdJLtAwNBiT8Cq0,381999,4
202,0.658,0.374,9,-11.684,1,0.026,0.721,1.28e-05,0.112,0.367,98.892,audio_features,7bJSiwLFnhoO7g83bWkCtA,spotify:track:7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/tracks/7bJSiwLFnhoO7g83bWkCtA,https://api.spotify.com/v1/audio-analysis/7bJSiwLFnhoO7g83bWkCtA,243453,4
203,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,audio_features,6Zyz8lsnMFpIrCTuvGurCB,spotify:track:6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/tracks/6Zyz8lsnMFpIrCTuvGurCB,https://api.spotify.com/v1/audio-analysis/6Zyz8lsnMFpIrCTuvGurCB,304926,4
204,0.632,0.397,7,-12.855,1,0.0265,0.536,0.0421,0.106,0.731,110.578,audio_features,1WYokrkFOb9TFVuTrmxTTt,spotify:track:1WYokrkFOb9TFVuTrmxTTt,https://api.spotify.com/v1/tracks/1WYokrkFOb9TFVuTrmxTTt,https://api.spotify.com/v1/audio-analysis/1WYokrkFOb9TFVuTrmxTTt,173057,4
205,0.228,0.224,7,-12.749,1,0.0311,0.946,0.000222,0.273,0.18,60.3,audio_features,2TjnCxxQRYn56Ye8gkUKiW,spotify:track:2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/tracks/2TjnCxxQRYn56Ye8gkUKiW,https://api.spotify.com/v1/audio-analysis/2TjnCxxQRYn56Ye8gkUKiW,213713,4
206,0.568,0.634,4,-12.336,1,0.0282,0.494,0.00281,0.252,0.866,142.686,audio_features,40h65HAR8COEoqkMwUUQHu,spotify:track:40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/tracks/40h65HAR8COEoqkMwUUQHu,https://api.spotify.com/v1/audio-analysis/40h65HAR8COEoqkMwUUQHu,257963,4
207,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,audio_features,6gXrEUzibufX9xYPk3HD5p,spotify:track:6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/tracks/6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/audio-analysis/6gXrEUzibufX9xYPk3HD5p,286220,4
208,0.655,0.606,7,-10.385,1,0.0285,0.0603,0.0789,0.0757,0.765,110.061,audio_features,608xszaAxVh4m7NcKJiAbF,spotify:track:608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/tracks/608xszaAxVh4m7NcKJiAbF,https://api.spotify.com/v1/audio-analysis/608xszaAxVh4m7NcKJiAbF,291686,4
209,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,audio_features,4yugZvBYaoREkJKtbG08Qr,spotify:track:4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/tracks/4yugZvBYaoREkJKtbG08Qr,https://api.spotify.com/v1/audio-analysis/4yugZvBYaoREkJKtbG08Qr,211578,4
210,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
211,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,audio_features,7HKez549fwJQDzx3zLjHKC,spotify:track:7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/tracks/7HKez549fwJQDzx3zLjHKC,https://api.spotify.com/v1/audio-analysis/7HKez549fwJQDzx3zLjHKC,213067,4
212,0.582,0.797,5,-4.926,1,0.0334,0.23,0.0,0.132,0.595,135.973,audio_features,3HO30hRbkOLU6ZWERayfQO,spotify:track:3HO30hRbkOLU6ZWERayfQO,https://api.spotify.com/v1/tracks/3HO30hRbkOLU6ZWERayfQO,https://api.spotify.com/v1/audio-analysis/3HO30hRbkOLU6ZWERayfQO,196027,4
213,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,audio_features,215FCyLSBcXeX0NASXEjyn,spotify:track:215FCyLSBcXeX0NASXEjyn,https://api.spotify.com/v1/tracks/215FCyLSBcXeX0NASXEjyn,https://api.spotify.com/v1/audio-analysis/215FCyLSBcXeX0NASXEjyn,284960,4
214,0.681,0.795,6,-6.652,1,0.049,0.305,9.41e-06,0.109,0.64,135.939,audio_features,5HJqpDspKDKwQpLjvkcIsD,spotify:track:5HJqpDspKDKwQpLjvkcIsD,https://api.spotify.com/v1/tracks/5HJqpDspKDKwQpLjvkcIsD,https://api.spotify.com/v1/audio-analysis/5HJqpDspKDKwQpLjvkcIsD,219160,4
215,0.623,0.59,4,-5.014,1,0.028,0.646,0.0,0.295,0.579,137.071,audio_features,4KAzYqfcijCSZa2P3etHoM,spotify:track:4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/tracks/4KAzYqfcijCSZa2P3etHoM,https://api.spotify.com/v1/audio-analysis/4KAzYqfcijCSZa2P3etHoM,204200,4
216,0.512,0.58,3,-6.658,0,0.029,0.621,1.72e-05,0.513,0.303,159.847,audio_features,4TCc369aRPRubv1m8R1TBG,spotify:track:4TCc369aRPRubv1m8R1TBG,https://api.spotify.com/v1/tracks/4TCc369aRPRubv1m8R1TBG,https://api.spotify.com/v1/audio-analysis/4TCc369aRPRubv1m8R1TBG,178147,3
217,0.456,0.679,1,-4.802,1,0.0324,0.176,0.0,0.103,0.483,184.075,audio_features,1WQ40xJSvgDmD9K7ckJwux,spotify:track:1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/tracks/1WQ40xJSvgDmD9K7ckJwux,https://api.spotify.com/v1/audio-analysis/1WQ40xJSvgDmD9K7ckJwux,212030,4
218,0.553,0.872,1,-2.832,0,0.0782,0.198,0.0,0.0659,0.638,172.138,audio_features,0PspNrE4MSjr1JeB4OW0jn,spotify:track:0PspNrE4MSjr1JeB4OW0jn,https://api.spotify.com/v1/tracks/0PspNrE4MSjr1JeB4OW0jn,https://api.spotify.com/v1/audio-analysis/0PspNrE4MSjr1JeB4OW0jn,220573,4
219,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,audio_features,6kCFt2ATuMIE5H9zVEJXei,spotify:track:6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/tracks/6kCFt2ATuMIE5H9zVEJXei,https://api.spotify.com/v1/audio-analysis/6kCFt2ATuMIE5H9zVEJXei,189307,3
220,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,audio_features,2qYsSHsYkihWx043HVJQRV,spotify:track:2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/tracks/2qYsSHsYkihWx043HVJQRV,https://api.spotify.com/v1/audio-analysis/2qYsSHsYkihWx043HVJQRV,229400,4
221,0.375,0.574,7,-5.305,1,0.0315,0.143,0.0,0.11,0.406,132.025,audio_features,6EGAfJaLUFzhS4zRBIEQ2J,spotify:track:6EGAfJaLUFzhS4zRBIEQ2J,https://api.spotify.com/v1/tracks/6EGAfJaLUFzhS4zRBIEQ2J,https://api.spotify.com/v1/audio-analysis/6EGAfJaLUFzhS4zRBIEQ2J,196800,3
222,0.589,0.892,2,-3.197,1,0.0365,0.0633,0.0,0.149,0.76,131.951,audio_features,2jwaErbghhcia4JqUYWz3g,spotify:track:2jwaErbghhcia4JqUYWz3g,https://api.spotify.com/v1/tracks/2jwaErbghhcia4JqUYWz3g,https://api.spotify.com/v1/audio-analysis/2jwaErbghhcia4JqUYWz3g,224630,4
223,0.605,0.786,4,-4.138,1,0.0379,0.00276,0.0,0.347,0.512,116.995,audio_features,0BQpyaFrb78b9uobWNheqx,spotify:track:0BQpyaFrb78b9uobWNheqx,https://api.spotify.com/v1/tracks/0BQpyaFrb78b9uobWNheqx,https://api.spotify.com/v1/audio-analysis/0BQpyaFrb78b9uobWNheqx,182930,4
224,0.657,0.785,3,-8.428,1,0.037,0.0301,4.62e-06,0.0927,0.769,127.987,audio_features,3PY88239tYBnAv5LQoU2oY,spotify:track:3PY88239tYBnAv5LQoU2oY,https://api.spotify.com/v1/tracks/3PY88239tYBnAv5LQoU2oY,https://api.spotify.com/v1/audio-analysis/3PY88239tYBnAv5LQoU2oY,273587,4
225,0.794,0.733,0,-4.915,1,0.0884,0.0541,0.0,0.03,0.521,93.932,audio_features,4eBaGa3ykdcmrGSKlHrAnV,spotify:track:4eBaGa3ykdcmrGSKlHrAnV,https://api.spotify.com/v1/tracks/4eBaGa3ykdcmrGSKlHrAnV,https://api.spotify.com/v1/audio-analysis/4eBaGa3ykdcmrGSKlHrAnV,187220,4
226,0.681,0.845,11,-5.147,0,0.0525,0.0304,0.0,0.197,0.761,132.023,audio_features,5OUSPcqhYTOzpbXzoEvKim,spotify:track:5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/tracks/5OUSPcqhYTOzpbXzoEvKim,https://api.spotify.com/v1/audio-analysis/5OUSPcqhYTOzpbXzoEvKim,184040,4
227,0.588,0.608,5,-7.062,1,0.0365,0.225,0.0,0.092,0.508,90.201,audio_features,7eResoqEJJAVTkQYSqvO3P,spotify:track:7eResoqEJJAVTkQYSqvO3P,https://api.spotify.com/v1/tracks/7eResoqEJJAVTkQYSqvO3P,https://api.spotify.com/v1/audio-analysis/7eResoqEJJAVTkQYSqvO3P,189496,4
228,0.69,0.416,7,-7.865,1,0.0335,0.617,1.37e-06,0.102,0.479,82.45,audio_features,6wycnu8FWXsj68ig7BEot9,spotify:track:6wycnu8FWXsj68ig7BEot9,https://api.spotify.com/v1/tracks/6wycnu8FWXsj68ig7BEot9,https://api.spotify.com/v1/audio-analysis/6wycnu8FWXsj68ig7BEot9,230600,3
229,0.697,0.535,4,-6.504,1,0.068,0.247,0.0,0.569,0.594,82.959,audio_features,3X7H1FAiWAW937WvsFeMhe,spotify:track:3X7H1FAiWAW937WvsFeMhe,https://api.spotify.com/v1/tracks/3X7H1FAiWAW937WvsFeMhe,https://api.spotify.com/v1/audio-analysis/3X7H1FAiWAW937WvsFeMhe,203893,4
230,0.624,0.84,4,-5.768,1,0.0337,0.108,0.000546,0.144,0.656,111.02,audio_features,0b9djfiuDIMw1zKH6gV74g,spotify:track:0b9djfiuDIMw1zKH6gV74g,https://api.spotify.com/v1/tracks/0b9djfiuDIMw1zKH6gV74g,https://api.spotify.com/v1/audio-analysis/0b9djfiuDIMw1zKH6gV74g,323040,4
231,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13e-06,0.0647,0.581,141.944,audio_features,5JLf54f83nJrxD4IhFaLl7,spotify:track:5JLf54f83nJrxD4IhFaLl7,https://api.spotify.com/v1/tracks/5JLf54f83nJrxD4IhFaLl7,https://api.spotify.com/v1/audio-analysis/5JLf54f83nJrxD4IhFaLl7,224985,4
232,0.533,0.802,8,-6.73,1,0.0447,0.00075,0.000225,0.315,0.69,124.986,audio_features,5C9jQ8ikTOieveuORd8wlf,spotify:track:5C9jQ8ikTOieveuORd8wlf,https://api.spotify.com/v1/tracks/5C9jQ8ikTOieveuORd8wlf,https://api.spotify.com/v1/audio-analysis/5C9jQ8ikTOieveuORd8wlf,234800,4
233,0.677,0.556,9,-6.544,1,0.0306,0.263,0.0,0.105,0.521,80.006,audio_features,1HXy5I3HTWq8OvxCn0z7G7,spotify:track:1HXy5I3HTWq8OvxCn0z7G7,https://api.spotify.com/v1/tracks/1HXy5I3HTWq8OvxCn0z7G7,https://api.spotify.com/v1/audio-analysis/1HXy5I3HTWq8OvxCn0z7G7,179507,4
234,0.738,0.455,3,-8.735,1,0.0352,0.695,0.0,0.107,0.441,99.945,audio_features,1brnLTvarI9D1hLP6z2Ar8,spotify:track:1brnLTvarI9D1hLP6z2Ar8,https://api.spotify.com/v1/tracks/1brnLTvarI9D1hLP6z2Ar8,https://api.spotify.com/v1/audio-analysis/1brnLTvarI9D1hLP6z2Ar8,174560,4
235,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,audio_features,7FpBQ067pHB67deawpbbcY,spotify:track:7FpBQ067pHB67deawpbbcY,https://api.spotify.com/v1/tracks/7FpBQ067pHB67deawpbbcY,https://api.spotify.com/v1/audio-analysis/7FpBQ067pHB67deawpbbcY,162547,4
236,0.635,0.866,5,-2.695,1,0.0473,0.0697,0.0,0.0955,0.853,133.889,audio_features,4viFAHmivkYQKkwLvwKOgg,spotify:track:4viFAHmivkYQKkwLvwKOgg,https://api.spotify.com/v1/tracks/4viFAHmivkYQKkwLvwKOgg,https://api.spotify.com/v1/audio-analysis/4viFAHmivkYQKkwLvwKOgg,169760,4
237,0.747,0.861,8,-5.251,1,0.0514,0.113,0.0,0.026,0.859,103.966,audio_features,1TwLKNsCnhi1HxbIi4bAW0,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/tracks/1TwLKNsCnhi1HxbIi4bAW0,https://api.spotify.com/v1/audio-analysis/1TwLKNsCnhi1HxbIi4bAW0,190240,4
238,0.689,0.689,4,-5.517,1,0.045,0.23,0.0,0.57,0.664,130.069,audio_features,10xuH52YSXHWFwCaF1fsDd,spotify:track:10xuH52YSXHWFwCaF1fsDd,https://api.spotify.com/v1/tracks/10xuH52YSXHWFwCaF1fsDd,https://api.spotify.com/v1/audio-analysis/10xuH52YSXHWFwCaF1fsDd,204760,4
239,0.558,0.719,11,-5.603,1,0.0419,0.101,0.0,0.212,0.483,158.031,audio_features,6DEaND0SHv3sC11xobZLiy,spotify:track:6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/tracks/6DEaND0SHv3sC11xobZLiy,https://api.spotify.com/v1/audio-analysis/6DEaND0SHv3sC11xobZLiy,243707,4
240,0.421,0.644,7,-3.904,1,0.0273,0.192,0.0,0.15,0.372,82.962,audio_features,33bMASZzuBL82YERsMyozx,spotify:track:33bMASZzuBL82YERsMyozx,https://api.spotify.com/v1/tracks/33bMASZzuBL82YERsMyozx,https://api.spotify.com/v1/audio-analysis/33bMASZzuBL82YERsMyozx,193400,4
241,0.579,0.776,8,-5.365,1,0.173,0.0749,0.0,0.239,0.434,136.044,audio_features,7aftSOGSOpSoIlVAQVBb71,spotify:track:7aftSOGSOpSoIlVAQVBb71,https://api.spotify.com/v1/tracks/7aftSOGSOpSoIlVAQVBb71,https://api.spotify.com/v1/audio-analysis/7aftSOGSOpSoIlVAQVBb71,229880,4
242,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,audio_features,7aEtlGHoiPAfRB084NiDmx,spotify:track:7aEtlGHoiPAfRB084NiDmx,https://api.spotify.com/v1/tracks/7aEtlGHoiPAfRB084NiDmx,https://api.spotify.com/v1/audio-analysis/7aEtlGHoiPAfRB084NiDmx,186733,4
243,0.533,0.907,11,-3.793,1,0.0406,0.0292,0.0,0.386,0.7,150.99,audio_features,698eQRku24PIYPQPHItKlA,spotify:track:698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/tracks/698eQRku24PIYPQPHItKlA,https://api.spotify.com/v1/audio-analysis/698eQRku24PIYPQPHItKlA,183160,4
244,0.487,0.65,0,-5.195,1,0.0253,0.191,0.0,0.0933,0.456,151.964,audio_features,6IBcOGPsniK3Pso1wHIhew,spotify:track:6IBcOGPsniK3Pso1wHIhew,https://api.spotify.com/v1/tracks/6IBcOGPsniK3Pso1wHIhew,https://api.spotify.com/v1/audio-analysis/6IBcOGPsniK3Pso1wHIhew,232533,4
245,0.511,0.6,2,-5.699,1,0.0268,0.16,5.25e-06,0.114,0.269,146.051,audio_features,24Z0qiHUR9cTB4UfGUqCnj,spotify:track:24Z0qiHUR9cTB4UfGUqCnj,https://api.spotify.com/v1/tracks/24Z0qiHUR9cTB4UfGUqCnj,https://api.spotify.com/v1/audio-analysis/24Z0qiHUR9cTB4UfGUqCnj,233667,4
246,0.565,0.56,6,-6.034,1,0.0275,0.538,0.0,0.0961,0.325,159.931,audio_features,67AdiJcurlf6gocGobfaXs,spotify:track:67AdiJcurlf6gocGobfaXs,https://api.spotify.com/v1/tracks/67AdiJcurlf6gocGobfaXs,https://api.spotify.com/v1/audio-analysis/67AdiJcurlf6gocGobfaXs,177267,4
247,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,audio_features,1mMLMZYXkMueg65jRRWG1l,spotify:track:1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/tracks/1mMLMZYXkMueg65jRRWG1l,https://api.spotify.com/v1/audio-analysis/1mMLMZYXkMueg65jRRWG1l,240760,4
248,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,audio_features,2rxQMGVafnNaRaXlRMWPde,spotify:track:2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/tracks/2rxQMGVafnNaRaXlRMWPde,https://api.spotify.com/v1/audio-analysis/2rxQMGVafnNaRaXlRMWPde,193200,4
249,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,audio_features,48UKTR66uUOT9LaUvooTNx,spotify:track:48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/tracks/48UKTR66uUOT9LaUvooTNx,https://api.spotify.com/v1/audio-analysis/48UKTR66uUOT9LaUvooTNx,224427,4
250,0.559,0.547,2,-5.585,1,0.0264,0.0578,0.0,0.112,0.204,133.923,audio_features,6barxNSGzv0cRnD6Q2RfWu,spotify:track:6barxNSGzv0cRnD6Q2RfWu,https://api.spotify.com/v1/tracks/6barxNSGzv0cRnD6Q2RfWu,https://api.spotify.com/v1/audio-analysis/6barxNSGzv0cRnD6Q2RfWu,200053,4
251,0.529,0.779,7,-4.569,1,0.0359,0.0121,0.0,0.323,0.585,133.958,audio_features,3sPIJzHiDC420uQa8ZitF1,spotify:track:3sPIJzHiDC420uQa8ZitF1,https://api.spotify.com/v1/tracks/3sPIJzHiDC420uQa8ZitF1,https://api.spotify.com/v1/audio-analysis/3sPIJzHiDC420uQa8ZitF1,200093,4
252,0.513,0.955,8,-4.168,1,0.066,0.0014,0.0,0.0463,0.582,152.003,audio_features,14OiDZVhNtthziMLFViHoU,spotify:track:14OiDZVhNtthziMLFViHoU,https://api.spotify.com/v1/tracks/14OiDZVhNtthziMLFViHoU,https://api.spotify.com/v1/audio-analysis/14OiDZVhNtthziMLFViHoU,217253,4
253,0.54,0.694,7,-4.477,1,0.0275,0.144,0.0,0.197,0.444,146.148,audio_features,1afrfVQWhflzBGtJKJif7P,spotify:track:1afrfVQWhflzBGtJKJif7P,https://api.spotify.com/v1/tracks/1afrfVQWhflzBGtJKJif7P,https://api.spotify.com/v1/audio-analysis/1afrfVQWhflzBGtJKJif7P,208733,4
254,0.521,0.756,2,-4.891,1,0.0438,0.0349,0.0,0.0673,0.569,142.031,audio_features,7vnYQ1R5XLWm9AgGbZmnKd,spotify:track:7vnYQ1R5XLWm9AgGbZmnKd,https://api.spotify.com/v1/tracks/7vnYQ1R5XLWm9AgGbZmnKd,https://api.spotify.com/v1/audio-analysis/7vnYQ1R5XLWm9AgGbZmnKd,178027,4
255,0.528,0.86,8,-4.139,1,0.0347,0.0616,0.0,0.0909,0.579,143.934,audio_features,1jdnhRcv4WN78ZB9RigUaR,spotify:track:1jdnhRcv4WN78ZB9RigUaR,https://api.spotify.com/v1/tracks/1jdnhRcv4WN78ZB9RigUaR,https://api.spotify.com/v1/audio-analysis/1jdnhRcv4WN78ZB9RigUaR,203773,4
256,0.588,0.55,1,-5.878,1,0.0269,0.166,8.67e-06,0.11,0.39,115.01,audio_features,6TpyujRefwsflWFXbmjVpj,spotify:track:6TpyujRefwsflWFXbmjVpj,https://api.spotify.com/v1/tracks/6TpyujRefwsflWFXbmjVpj,https://api.spotify.com/v1/audio-analysis/6TpyujRefwsflWFXbmjVpj,254173,4
257,0.531,0.886,7,-3.878,1,0.0411,0.0159,0.0,0.367,0.664,139.963,audio_features,3jowVO7LtaViPc19EcAJKQ,spotify:track:3jowVO7LtaViPc19EcAJKQ,https://api.spotify.com/v1/tracks/3jowVO7LtaViPc19EcAJKQ,https://api.spotify.com/v1/audio-analysis/3jowVO7LtaViPc19EcAJKQ,193920,4
258,0.573,0.909,4,-4.864,1,0.0452,0.0461,0.0,0.136,0.693,143.989,audio_features,1vmsUZWNYg41qrK76ZDcYj,spotify:track:1vmsUZWNYg41qrK76ZDcYj,https://api.spotify.com/v1/tracks/1vmsUZWNYg41qrK76ZDcYj,https://api.spotify.com/v1/audio-analysis/1vmsUZWNYg41qrK76ZDcYj,175560,4
259,0.552,0.225,0,-11.501,1,0.0477,0.827,0.0,0.111,0.67,138.002,audio_features,6gdLyYNuhWBzqwlOFSsXC7,spotify:track:6gdLyYNuhWBzqwlOFSsXC7,https://api.spotify.com/v1/tracks/6gdLyYNuhWBzqwlOFSsXC7,https://api.spotify.com/v1/audio-analysis/6gdLyYNuhWBzqwlOFSsXC7,219573,4
260,0.62,0.443,5,-7.984,1,0.028,0.355,0.0,0.108,0.339,141.984,audio_features,38gbVnKWI8xEd7AnqS9aiZ,spotify:track:38gbVnKWI8xEd7AnqS9aiZ,https://api.spotify.com/v1/tracks/38gbVnKWI8xEd7AnqS9aiZ,https://api.spotify.com/v1/audio-analysis/38gbVnKWI8xEd7AnqS9aiZ,196320,4
261,0.499,0.85,7,-5.372,1,0.0808,0.00563,0.0,0.226,0.563,156.964,audio_features,1qUIg2DIRjuSFLBzwZ4QyE,spotify:track:1qUIg2DIRjuSFLBzwZ4QyE,https://api.spotify.com/v1/tracks/1qUIg2DIRjuSFLBzwZ4QyE,https://api.spotify.com/v1/audio-analysis/1qUIg2DIRjuSFLBzwZ4QyE,208880,4
262,0.593,0.805,5,-4.892,1,0.0347,0.0645,0.0,0.226,0.848,103.949,audio_features,273TiTHLlHSRe5zrzs7wvD,spotify:track:273TiTHLlHSRe5zrzs7wvD,https://api.spotify.com/v1/tracks/273TiTHLlHSRe5zrzs7wvD,https://api.spotify.com/v1/audio-analysis/273TiTHLlHSRe5zrzs7wvD,171920,4
263,0.492,0.21,1,-10.658,1,0.0359,0.606,1.35e-06,0.109,0.368,153.017,audio_features,4hRIRj7aJYKo14MxOb8ILh,spotify:track:4hRIRj7aJYKo14MxOb8ILh,https://api.spotify.com/v1/tracks/4hRIRj7aJYKo14MxOb8ILh,https://api.spotify.com/v1/audio-analysis/4hRIRj7aJYKo14MxOb8ILh,219733,4
264,0.552,0.876,8,-4.268,1,0.0437,0.0121,0.0,0.152,0.734,121.979,audio_features,4403SJ69vRequRi3bV57e4,spotify:track:4403SJ69vRequRi3bV57e4,https://api.spotify.com/v1/tracks/4403SJ69vRequRi3bV57e4,https://api.spotify.com/v1/audio-analysis/4403SJ69vRequRi3bV57e4,247827,4
265,0.446,0.851,6,-4.74,1,0.0416,0.056,1.91e-05,0.264,0.666,84.928,audio_features,0zK0C1rgdcZTVHtUCh2FPW,spotify:track:0zK0C1rgdcZTVHtUCh2FPW,https://api.spotify.com/v1/tracks/0zK0C1rgdcZTVHtUCh2FPW,https://api.spotify.com/v1/audio-analysis/0zK0C1rgdcZTVHtUCh2FPW,224293,4
266,0.446,0.851,6,-4.74,1,0.0416,0.056,1.91e-05,0.264,0.666,84.928,audio_features,0zK0C1rgdcZTVHtUCh2FPW,spotify:track:0zK0C1rgdcZTVHtUCh2FPW,https://api.spotify.com/v1/tracks/0zK0C1rgdcZTVHtUCh2FPW,https://api.spotify.com/v1/audio-analysis/0zK0C1rgdcZTVHtUCh2FPW,224293,4
267,0.466,0.7,4,-5.577,1,0.0431,0.302,0.0,0.0798,0.563,77.087,audio_features,429Ok92eZTbjnH8e2ytGh8,spotify:track:429Ok92eZTbjnH8e2ytGh8,https://api.spotify.com/v1/tracks/429Ok92eZTbjnH8e2ytGh8,https://api.spotify.com/v1/audio-analysis/429Ok92eZTbjnH8e2ytGh8,199293,4
268,0.531,0.813,5,-5.517,1,0.0327,0.00807,0.0,0.359,0.79,154.134,audio_features,0wovagMoJqtU8LUvDQnewu,spotify:track:0wovagMoJqtU8LUvDQnewu,https://api.spotify.com/v1/tracks/0wovagMoJqtU8LUvDQnewu,https://api.spotify.com/v1/audio-analysis/0wovagMoJqtU8LUvDQnewu,219920,4
269,0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,audio_features,226le7T3p82reYWzsi9Hsz,spotify:track:226le7T3p82reYWzsi9Hsz,https://api.spotify.com/v1/tracks/226le7T3p82reYWzsi9Hsz,https://api.spotify.com/v1/audio-analysis/226le7T3p82reYWzsi9Hsz,180907,4
270,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4
271,0.488,0.871,7,-9.447,1,0.0781,0.00472,0.000776,0.676,0.518,118.986,audio_features,4cgSBnNzOo9rhwzUczB7HI,spotify:track:4cgSBnNzOo9rhwzUczB7HI,https://api.spotify.com/v1/tracks/4cgSBnNzOo9rhwzUczB7HI,https://api.spotify.com/v1/audio-analysis/4cgSBnNzOo9rhwzUczB7HI,265560,4
272,0.57,0.554,9,-9.732,0,0.0288,0.0548,0.0,0.139,0.372,122.135,audio_features,5IK2FtuC0qmHHam9sWFxUI,spotify:track:5IK2FtuC0qmHHam9sWFxUI,https://api.spotify.com/v1/tracks/5IK2FtuC0qmHHam9sWFxUI,https://api.spotify.com/v1/audio-analysis/5IK2FtuC0qmHHam9sWFxUI,300147,4
273,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,audio_features,0muK9BAzu2TJXQgWPsEj6e,spotify:track:0muK9BAzu2TJXQgWPsEj6e,https://api.spotify.com/v1/tracks/0muK9BAzu2TJXQgWPsEj6e,https://api.spotify.com/v1/audio-analysis/0muK9BAzu2TJXQgWPsEj6e,165075,4
274,0.193,0.498,7,-9.901,1,0.0381,0.107,0.00711,0.332,0.344,205.422,audio_features,7EHmKkyAr6MZv5Y2FdZbXw,spotify:track:7EHmKkyAr6MZv5Y2FdZbXw,https://api.spotify.com/v1/tracks/7EHmKkyAr6MZv5Y2FdZbXw,https://api.spotify.com/v1/audio-analysis/7EHmKkyAr6MZv5Y2FdZbXw,190333,3
275,0.442,0.745,2,-8.623,0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,audio_features,215wUTQQUo2PElJFEFoB0d,spotify:track:215wUTQQUo2PElJFEFoB0d,https://api.spotify.com/v1/tracks/215wUTQQUo2PElJFEFoB0d,https://api.spotify.com/v1/audio-analysis/215wUTQQUo2PElJFEFoB0d,252240,4
