,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
261,0.499,0.85,7,-5.372,1,0.0808,0.00563,0.0,0.226,0.563,156.964,208880,4,1
262,0.593,0.805,5,-4.892,1,0.0347,0.0645,0.0,0.226,0.848,103.949,171920,4,1
263,0.492,0.21,1,-10.658,1,0.0359,0.606,1.35e-06,0.109,0.368,153.017,219733,4,1
264,0.552,0.876,8,-4.268,1,0.0437,0.0121,0.0,0.152,0.734,121.979,247827,4,1
265,0.446,0.851,6,-4.74,1,0.0416,0.056,1.91e-05,0.264,0.666,84.928,224293,4,1
266,0.446,0.851,6,-4.74,1,0.0416,0.056,1.91e-05,0.264,0.666,84.928,224293,4,1
267,0.466,0.7,4,-5.577,1,0.0431,0.302,0.0,0.0798,0.563,77.087,199293,4,1
268,0.531,0.813,5,-5.517,1,0.0327,0.00807,0.0,0.359,0.79,154.134,219920,4,1
269,0.54,0.821,6,-3.789,1,0.0873,0.0397,0.0,0.423,0.685,148.798,180907,4,1
270,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4,1
271,0.488,0.871,7,-9.447,1,0.0781,0.00472,0.000776,0.676,0.518,118.986,265560,4,1
272,0.57,0.554,9,-9.732,0,0.0288,0.0548,0.0,0.139,0.372,122.135,300147,4,1
273,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,165075,4,1
274,0.193,0.498,7,-9.901,1,0.0381,0.107,0.00711,0.332,0.344,205.422,190333,3,1
275,0.442,0.745,2,-8.623,0,0.0741,0.084,2.18e-05,0.136,0.368,105.184,252240,4,1
276,0.202,0.644,11,-5.212,1,0.0324,0.0979,0.0,0.109,0.252,85.04,267080,5,1
277,0.405,0.21,2,-13.214,1,0.0279,0.584,0.0,0.139,0.174,100.577,202173,3,1
278,0.451,0.962,0,-3.947,1,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,323707,4,1
279,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,201693,4,1
280,0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,250987,4,1
281,0.545,0.818,9,-6.38,1,0.0541,0.0369,0.0,0.101,0.679,109.019,225067,3,1
282,0.69,0.781,5,-5.101,0,0.0305,0.0873,2.28e-06,0.164,0.841,130.02,190733,4,1
283,0.711,0.774,7,-4.068,1,0.0308,0.0317,0.0,0.124,0.939,111.016,209733,4,1
284,0.575,0.842,7,-5.058,1,0.0348,0.00683,0.0,0.279,0.665,111.995,183027,4,1
285,0.359,0.706,5,-6.151,1,0.0309,0.000602,0.0,0.285,0.479,174.079,171333,4,1
286,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077,157080,4,1
287,0.333,0.412,3,-8.633,1,0.029,0.0977,0.0,0.113,0.474,85.028,205453,4,1
288,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4,1
289,0.527,0.598,1,-4.257,1,0.0283,0.063,0.000153,0.0913,0.23,66.041,200427,3,1
290,0.595,0.389,2,-9.245,1,0.0349,0.418,1.39e-06,0.116,0.4,166.052,227427,4,1
291,0.558,0.872,9,-4.401,1,0.0449,0.178,0.0,0.173,0.472,143.971,213547,4,1
292,0.597,0.86,1,-2.315,1,0.0461,0.196,0.0,0.087,0.818,172.064,190587,4,1
293,0.622,0.932,11,-4.66,0,0.0498,0.105,2.37e-06,0.328,0.519,108.051,176160,4,1
294,0.641,0.842,9,-4.872,1,0.0464,0.0969,0.0,0.169,0.738,89.997,193427,4,1
295,0.616,0.728,9,-4.02,0,0.0278,0.0275,0.0,0.228,0.375,111.934,219973,4,1
296,0.728,0.682,2,-3.749,1,0.218,0.127,0.0,0.337,0.643,131.901,200067,4,1
297,0.571,0.937,5,-3.467,0,0.0365,0.0064,0.0,0.316,0.584,115.013,203133,4,1
298,0.661,0.751,7,-2.909,1,0.0481,0.0571,0.0,0.105,0.875,109.995,190187,4,1
299,0.506,0.886,11,-3.225,1,0.0655,0.0916,0.0,0.0734,0.595,143.935,226867,4,1
300,0.645,0.904,2,-4.532,1,0.0462,0.0293,0.0,0.0834,0.671,105.97,225560,4,1
301,0.471,0.912,5,-3.032,1,0.0724,0.032,0.0,0.343,0.613,139.667,190780,4,1
302,0.616,0.15,5,-13.517,1,0.119,0.831,0.0,0.203,0.345,126.462,174673,4,1
303,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,207453,4,1
304,0.434,0.215,10,-8.478,1,0.0417,0.82,0.0,0.456,0.187,118.152,211316,4,1
305,0.544,0.573,8,-5.694,1,0.0356,0.0958,0.0,0.104,0.233,122.977,211739,4,1
306,0.508,0.296,3,-10.513,1,0.0755,0.897,5e-05,0.11,0.134,82.532,268856,4,1
307,0.505,0.27,9,-9.165,0,0.0333,0.593,0.0,0.133,0.557,98.721,163032,4,1
308,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,290892,4,1
309,0.68,0.246,4,-14.112,1,0.058,0.783,0.0,0.106,0.388,110.23,171693,4,1
310,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,228013,3,1
311,0.453,0.411,1,-7.539,1,0.0276,0.235,0.00021,0.101,0.28,75.752,228653,4,1
312,0.721,0.585,1,-4.184,1,0.0276,0.0143,2.42e-06,0.0682,0.355,99.0,155653,4,1
313,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908,223827,4,1
314,0.516,0.867,1,-3.139,1,0.0328,0.0237,0.0,0.106,0.615,166.031,166301,4,1
315,0.712,0.807,6,-3.976,1,0.0297,0.0244,0.000122,0.0905,0.936,105.024,205000,4,1
316,0.686,0.576,1,-6.633,1,0.0284,0.443,1.66e-05,0.212,0.72,83.969,208213,4,1
317,0.667,0.381,3,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,273893,4,1
318,0.801,0.759,11,-5.398,1,0.0378,0.657,0.0,0.0897,0.821,129.971,262773,4,1
319,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,203173,4,1
320,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,238147,4,1
321,0.437,0.902,0,-4.915,1,0.0372,0.0374,0.0,0.089,0.564,150.017,188255,4,1
322,0.503,0.643,9,-6.586,1,0.0304,0.523,1.23e-06,0.0661,0.345,148.11,207568,4,1
323,0.584,0.5,0,-8.167,1,0.0315,0.57,0.0,0.079,0.426,124.996,220800,4,1
324,0.556,0.59,10,-6.846,1,0.029,0.25,0.0,0.109,0.573,143.972,194271,4,1
325,0.59,0.685,6,-6.689,1,0.0308,0.247,0.0,0.0659,0.538,146.098,182466,4,1
326,0.455,0.721,5,-6.421,1,0.0269,0.376,2.37e-06,0.116,0.362,152.031,232895,4,1
327,0.57,0.67,1,-6.519,1,0.0274,0.426,0.0,0.108,0.593,140.924,178723,4,1
328,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,179294,4,1
329,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,232059,4,1
330,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,207541,3,1
331,0.416,0.355,1,-10.736,1,0.0435,0.77,0.00244,0.0673,0.114,138.785,242133,4,1
332,0.659,0.923,4,-4.275,1,0.0751,0.0525,4.81e-06,0.113,0.577,123.818,183893,4,1
333,0.5,0.546,1,-8.1,1,0.051,0.47,0.0,0.125,0.378,88.695,177280,4,1
334,0.666,0.721,10,-6.347,1,0.0318,0.0354,0.0,0.122,0.342,115.039,241240,4,1
335,0.485,0.743,2,-4.774,1,0.0718,0.227,6.32e-06,0.112,0.46,137.08,206373,4,1
336,0.513,0.803,0,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,190587,4,1
337,0.681,0.726,7,-5.1,1,0.0453,0.162,0.0,0.119,0.819,84.979,176729,4,1
338,0.627,0.678,2,-4.691,1,0.0294,0.185,0.0,0.374,0.724,100.032,160839,4,1
339,0.476,0.818,6,-4.259,0,0.0388,0.17,1.24e-05,0.13,0.626,144.131,218213,4,1
340,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4,1
341,0.5,0.755,11,-5.92,1,0.0523,0.613,0.0,0.0912,0.605,165.998,197627,4,1
342,0.487,0.803,0,-4.871,0,0.034,0.145,0.0,0.081,0.255,75.021,173000,4,1
343,0.597,0.721,9,-6.422,1,0.0356,0.0362,0.0,0.0832,0.437,132.054,149293,4,1
344,0.495,0.608,3,-5.014,1,0.0359,0.563,0.0,0.116,0.367,143.097,182840,3,1
345,0.574,0.724,5,-6.919,1,0.0316,0.496,1.86e-06,0.0864,0.666,79.971,162773,4,1
346,0.663,0.502,5,-7.07,1,0.0285,0.791,0.0,0.105,0.371,143.969,183087,4,1
347,0.66,0.706,5,-5.219,1,0.0291,0.092,0.0,0.129,0.453,114.991,169573,4,1
348,0.652,0.719,1,-7.251,1,0.033,0.0353,0.0,0.108,0.24,94.969,197640,4,1
349,0.529,0.755,1,-5.864,1,0.125,0.219,0.0,0.0986,0.524,96.859,174360,4,1
350,0.569,0.862,6,-5.182,1,0.0457,0.0468,0.0,0.146,0.552,107.991,172973,4,1
351,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,176893,4,1
352,0.31,0.949,7,-4.672,1,0.166,0.0163,2.11e-06,0.543,0.265,143.278,195013,4,1
353,0.532,0.732,8,-5.001,1,0.033,0.313,3.91e-06,0.285,0.508,76.971,215787,4,1
354,0.561,0.901,9,-4.782,1,0.0687,0.3,0.0,0.475,0.966,168.128,174480,4,1
355,0.605,0.696,9,-5.713,0,0.0351,0.199,0.0,0.0683,0.451,124.061,214933,4,1
356,0.661,0.813,8,-5.393,1,0.0277,0.126,0.0,0.113,0.668,113.964,199773,4,1
357,0.54,0.676,3,-5.371,1,0.0424,0.451,3.83e-05,0.132,0.377,140.014,166640,4,1
358,0.725,0.438,6,-9.602,1,0.0575,0.593,0.0,0.0842,0.76,83.984,184080,4,1
359,0.657,0.862,8,-5.048,1,0.0275,0.52,0.0,0.152,0.849,104.031,169813,4,1
360,0.758,0.867,11,-5.087,1,0.0475,0.152,0.0,0.308,0.964,102.018,166573,4,1
361,0.458,0.706,3,-4.263,1,0.0405,0.339,0.0,0.0705,0.495,167.968,234520,4,1
362,0.716,0.614,7,-7.099,1,0.036,0.58,1.36e-05,0.16,0.68,88.006,221640,4,1
363,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,176893,4,1
364,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4,1
365,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,172480,4,1
366,0.636,0.866,4,-5.796,1,0.0553,0.243,5.42e-06,0.371,0.963,85.004,191360,4,1
367,0.541,0.903,11,-4.746,1,0.0901,0.00546,0.0,0.205,0.767,139.981,178680,4,1
368,0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.554,180.175,187000,4,1
369,0.651,0.782,8,-4.295,1,0.0718,0.295,0.0,0.107,0.945,171.987,176893,4,1
370,0.458,0.976,0,-3.791,1,0.0459,0.00182,0.0,0.193,0.76,154.007,218867,4,1
371,0.523,0.954,1,-3.051,1,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,215120,4,1
372,0.514,0.918,7,-4.306,1,0.0365,0.0409,0.0,0.342,0.64,150.033,226173,4,1
373,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,194187,4,1
374,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4,1
375,0.588,0.885,6,-3.046,1,0.0345,0.0788,0.0,0.175,0.787,129.925,198120,4,1
376,0.457,0.948,10,-3.364,1,0.0354,0.0191,0.0,0.0536,0.878,148.0,208960,4,1
377,0.633,0.858,11,-3.509,0,0.0356,0.278,0.0,0.315,0.541,119.998,220160,4,1
378,0.557,0.737,3,-5.75,1,0.0476,0.0142,0.0,0.314,0.817,158.05,204187,4,1
379,0.711,0.696,7,-5.05,1,0.0869,0.16,0.0,0.17,0.694,80.512,189533,4,1
380,0.619,0.916,10,-2.752,0,0.0468,0.0483,4.88e-06,0.246,0.785,114.019,211987,4,1
381,0.355,0.55,10,-5.772,1,0.0285,0.245,3.2e-05,0.0979,0.26,73.842,227720,4,1
382,0.547,0.817,9,-4.255,1,0.0448,0.0986,0.0,0.136,0.592,142.118,205427,4,1
383,0.554,0.743,9,-6.016,1,0.0287,0.0251,0.0,0.359,0.673,72.997,205733,4,1
384,0.394,0.747,8,-4.446,1,0.0627,0.13,0.0,0.0747,0.776,203.918,170560,4,1
385,0.623,0.874,10,-3.058,1,0.0329,0.00714,0.0,0.143,0.961,109.97,194267,4,1
386,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560,4,1
387,0.627,0.854,4,-3.932,1,0.0368,0.00325,1.04e-06,0.114,0.703,110.058,177401,4,1
388,0.561,0.983,1,-3.689,1,0.066,0.0385,3.91e-05,0.197,0.783,146.036,177347,4,1
389,0.475,0.751,2,-6.572,1,0.039,0.00373,0.0,0.0857,0.318,153.951,240716,4,1
390,0.609,0.93,1,-2.542,1,0.0322,0.00929,0.00178,0.073,0.809,126.916,184627,4,1
391,0.607,0.874,11,-3.882,1,0.041,0.195,4.78e-05,0.138,0.714,108.021,169053,4,1
392,0.468,0.917,1,-3.871,0,0.0479,0.00145,0.0,0.0615,0.729,150.041,172910,4,1
393,0.599,0.709,8,-4.019,1,0.0304,0.134,0.0,0.135,0.381,119.014,188346,4,1
394,0.638,0.872,6,-4.234,1,0.0617,0.162,0.0,0.116,0.355,119.936,204080,4,1
395,0.457,0.523,0,-7.176,1,0.039,0.507,0.0,0.0997,0.341,84.664,201128,4,1
396,0.573,0.86,6,-3.824,1,0.035,0.0525,0.0,0.314,0.808,93.992,171627,4,1
397,0.483,0.844,2,-5.043,1,0.0314,0.00481,7.29e-05,0.405,0.543,151.977,229533,4,1
398,0.605,0.609,7,-7.063,1,0.0278,0.188,0.0,0.0982,0.275,119.914,230333,4,1
399,0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,171027,4,1
400,0.463,0.653,0,-5.515,1,0.0273,0.111,0.000136,0.172,0.233,143.912,194867,4,1
401,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,210720,4,1
402,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895,288760,4,1
403,0.664,0.556,10,-7.713,1,0.0365,0.146,3.91e-06,0.113,0.494,75.049,221267,4,1
404,0.516,0.867,1,-3.139,1,0.0328,0.0237,0.0,0.106,0.615,166.031,166301,4,1
405,0.739,0.72,4,-6.695,1,0.026,0.0379,0.00267,0.23,0.892,102.997,187640,4,1
406,0.536,0.754,10,-5.102,1,0.0399,0.0597,4.92e-06,0.118,0.212,139.988,204800,4,1
407,0.663,0.53,1,-9.763,1,0.0301,0.0886,0.0,0.154,0.269,109.003,207347,4,1
408,0.498,0.408,6,-7.946,1,0.0331,0.644,0.0,0.0993,0.383,78.942,198973,4,1
409,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,217387,4,1
410,0.587,0.559,1,-7.742,1,0.0321,0.399,6.69e-06,0.0992,0.19,92.036,221173,4,1
411,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293,4,1
412,0.591,0.815,10,-4.725,1,0.0366,0.168,8.68e-06,0.142,0.306,118.024,198689,4,1
413,0.617,0.704,6,-7.61,0,0.0258,0.171,0.0,0.0924,0.57,91.541,180617,4,1
414,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,4,1
415,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4,1
416,0.643,0.79,4,-6.079,1,0.0461,0.29,0.0,0.107,0.808,95.981,188893,4,1
417,0.432,0.738,2,-3.91,1,0.0309,0.042,0.0,0.119,0.503,153.712,191907,4,1
418,0.603,0.84,6,-3.372,1,0.0479,0.102,0.0,0.186,0.541,135.093,223667,4,1
419,0.555,0.896,0,-3.295,1,0.0388,0.00434,0.0,0.145,0.578,114.995,177067,4,1
420,0.489,0.641,7,-4.455,1,0.0282,0.0592,0.0,0.0857,0.303,136.095,190173,4,1
421,0.61,0.767,5,-4.124,1,0.04,0.613,0.0,0.129,0.4,97.001,177427,4,1
422,0.576,0.849,9,-3.057,1,0.0386,0.511,3.89e-05,0.109,0.666,137.982,196747,4,1
423,0.634,0.786,7,-5.093,1,0.0411,0.129,0.0,0.182,0.653,82.003,189960,4,1
424,0.472,0.937,0,-4.028,0,0.0567,0.00717,0.0,0.11,0.454,140.073,176147,4,1
425,0.593,0.918,9,-2.985,1,0.0671,0.00413,0.0,0.387,0.872,123.941,182893,4,1
426,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,206107,4,1
427,0.699,0.642,11,-5.246,1,0.0319,0.376,0.0,0.0848,0.796,94.974,156200,4,1
428,0.733,0.851,8,-5.715,1,0.0439,0.28,0.0,0.295,0.889,119.986,161067,4,1
429,0.661,0.707,7,-7.19,1,0.0285,0.628,1.85e-06,0.0852,0.385,105.917,172853,4,1
430,0.476,0.864,11,-4.025,1,0.0946,0.156,0.0,0.0982,0.53,180.316,179187,4,1
431,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4,1
432,0.491,0.907,7,-3.594,1,0.0481,0.0491,0.0,0.242,0.631,199.943,182667,4,1
433,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4,1
434,0.686,0.733,2,-6.483,1,0.0401,0.111,0.0,0.153,0.7,124.882,186800,4,1
435,0.549,0.608,5,-8.253,1,0.0481,0.682,0.0,0.0966,0.399,78.534,175227,4,1
436,0.586,0.559,4,-6.725,1,0.05,0.639,0.0,0.0872,0.437,177.945,167480,4,1
437,0.795,0.433,4,-8.927,1,0.0324,0.0853,0.000284,0.0762,0.6,108.947,258013,4,1
438,0.268,0.459,7,-6.948,0,0.0346,0.378,0.0,0.119,0.172,64.223,179200,4,1
439,0.497,0.693,8,-7.024,1,0.0565,0.19,0.0,0.215,0.358,111.539,296493,3,1
440,0.535,0.65,10,-6.328,1,0.0554,0.379,0.0,0.14,0.61,117.188,179600,4,1
441,0.599,0.762,0,-6.887,1,0.0423,0.714,4.43e-06,0.35,0.715,76.961,163373,4,1
442,0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,122067,4,1
443,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,248440,4,1
444,0.933,0.528,5,-6.472,0,0.162,0.112,0.329,0.163,0.756,109.975,214653,4,1
445,0.563,0.865,5,-5.277,1,0.16,0.0472,0.000191,0.77,0.601,156.271,209413,4,1
446,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,1
447,0.392,0.402,0,-9.961,0,0.0536,0.288,0.0,0.243,0.228,143.883,354320,4,1
448,0.703,0.215,2,-23.03,1,0.0892,0.728,1.23e-06,0.13,0.522,100.874,25987,3,1
449,0.647,0.487,11,-10.119,0,0.0689,0.00101,0.285,0.138,0.222,123.444,141613,1,1
450,0.543,0.458,0,-8.976,1,0.0274,0.226,0.00663,0.298,0.704,84.319,96467,4,1
451,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,91760,4,1
452,0.53,0.72,2,-8.793,1,0.0338,0.00376,3.38e-05,0.314,0.69,80.652,118627,4,1
453,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,72640,4,1
454,0.676,0.596,4,-9.107,1,0.0272,0.0699,1.96e-05,0.351,0.97,100.687,66533,4,1
455,0.483,0.177,2,-17.629,1,0.0277,0.284,0.499,0.116,0.192,74.994,146267,4,1
456,0.335,0.416,0,-11.051,1,0.0348,0.345,0.136,0.116,0.223,174.464,242973,3,1
457,0.328,0.249,2,-11.777,1,0.0272,0.754,5.77e-06,0.134,0.162,81.257,165667,4,1
458,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4,1
459,0.37,0.515,2,-9.487,0,0.0321,0.0233,0.205,0.0966,0.42,115.732,467320,4,1
460,0.626,0.512,1,-9.15,0,0.0247,0.155,4.65e-05,0.215,0.73,92.225,170720,4,1
461,0.422,0.656,4,-8.412,1,0.0397,0.0126,0.0279,0.268,0.549,173.93,207240,3,1
462,0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,207920,4,1
463,0.396,0.338,0,-10.872,1,0.0304,0.198,2.62e-06,0.138,0.377,133.522,182293,4,1
464,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4,1
465,0.685,0.886,9,-10.654,1,0.0323,0.0328,0.0,0.0362,0.819,116.227,178507,4,1
466,0.689,0.906,2,-11.04,1,0.049,0.187,1.95e-06,0.231,0.628,101.539,211293,4,1
467,0.543,0.114,2,-21.445,1,0.0338,0.823,4.22e-05,0.108,0.404,75.652,120867,4,1
468,0.667,0.696,9,-11.613,1,0.0338,0.086,0.0,0.1,0.89,143.051,152507,4,1
469,0.661,0.84,2,-10.365,1,0.0267,0.114,3.4e-06,0.0574,0.971,127.858,168533,4,1
470,0.569,0.55,7,-12.859,1,0.0275,0.00771,0.0,0.179,0.746,90.454,185667,4,1
471,0.585,0.79,9,-10.549,1,0.0291,0.0757,1.83e-05,0.2,0.957,134.994,169627,4,1
472,0.451,0.89,9,-12.737,1,0.0435,0.00045,0.167,0.495,0.412,169.934,292000,4,1
473,0.678,0.619,4,-13.386,0,0.0266,0.114,0.005,0.0609,0.803,105.577,239307,4,1
474,0.639,0.621,4,-10.851,1,0.0316,0.03,7.59e-05,0.0863,0.496,116.333,247600,4,1
475,0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,178360,4,1
476,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,256000,4,1
477,0.369,0.758,5,-5.871,1,0.0364,0.623,1.78e-05,0.531,0.663,140.71,288720,4,1
478,0.52,0.329,0,-14.224,1,0.0266,0.576,0.0418,0.12,0.118,86.857,266613,4,1
479,0.741,0.29,5,-13.251,1,0.0302,0.294,0.118,0.0924,0.443,93.699,195080,4,1
480,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,269920,4,1
481,0.641,0.894,8,-7.41,1,0.0273,0.0857,0.009,0.157,0.972,109.823,199453,4,1
482,0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,301547,4,1
483,0.652,0.338,9,-11.58,1,0.0367,0.486,5.9e-05,0.0744,0.392,116.881,279667,4,1
484,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,241307,4,1
485,0.574,0.96,9,-4.906,1,0.032,0.0457,0.0,0.121,0.978,117.486,254733,4,1
486,0.579,0.948,5,-5.908,1,0.0535,0.117,1.19e-06,0.121,0.811,132.812,209040,4,1
487,0.521,0.949,9,-5.279,1,0.0326,0.000265,2.62e-05,0.171,0.956,133.393,226720,4,1
488,0.351,0.947,5,-4.965,1,0.0503,0.00382,1.81e-06,0.559,0.859,153.762,240147,4,1
489,0.62,0.446,1,-14.451,0,0.0347,0.589,0.0299,0.0727,0.868,88.591,155880,4,1
490,0.544,0.762,10,-7.289,1,0.0382,0.0585,0.0,0.074,0.473,120.023,215427,4,1
491,0.429,0.949,0,-5.295,1,0.0458,0.0842,0.0,0.154,0.967,184.286,192267,4,1
492,0.536,0.982,7,-4.674,1,0.0389,0.0141,3.67e-05,0.274,0.963,119.201,288027,4,1
493,0.535,0.884,9,-5.499,0,0.0407,0.00188,0.00126,0.14,0.796,120.555,205987,4,1
494,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680,4,1
495,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,259840,4,1
496,0.528,0.921,2,-7.64,1,0.0524,0.0174,0.000186,0.0472,0.298,144.368,370427,4,1
497,0.513,0.841,11,-9.272,0,0.0364,0.0468,0.0425,0.12,0.457,133.266,334000,3,1
498,0.51,0.919,7,-8.244,1,0.0593,0.00205,0.809,0.068,0.386,141.053,265840,4,1
499,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883,429973,4,1
500,0.501,0.702,7,-8.543,1,0.0671,0.0872,0.000994,0.0671,0.58,139.095,202200,4,1
501,0.373,0.809,2,-9.189,1,0.0744,0.115,1.94e-06,0.653,0.539,145.045,171960,1,1
502,0.365,0.924,4,-7.066,1,0.0488,0.0144,0.000254,0.423,0.632,135.811,296467,4,1
503,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,259840,4,1
504,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,276880,4,1
505,0.435,0.278,9,-9.477,0,0.0306,0.879,0.0,0.152,0.254,136.726,204827,4,1
506,0.454,0.454,0,-8.516,1,0.0292,0.573,0.0,0.946,0.272,106.778,323741,4,1
507,0.476,0.404,7,-16.153,1,0.0429,0.566,0.0112,0.132,0.295,123.018,269840,4,1
508,0.88,0.344,7,-15.19,1,0.0584,0.257,0.0376,0.0283,0.89,117.644,199240,4,1
509,0.676,0.803,7,-5.457,1,0.122,0.00284,0.0,0.138,0.34,125.053,220240,4,1
510,0.4,0.756,5,-6.174,1,0.0545,0.401,0.0,0.967,0.512,126.171,287637,3,1
511,0.352,0.967,9,-7.023,0,0.128,0.0363,0.443,0.986,0.225,114.436,374760,4,1
512,0.469,0.773,0,-6.055,1,0.0454,0.441,5.16e-05,0.987,0.325,112.718,143921,4,1
513,0.523,0.305,0,-12.834,1,0.0399,0.42,0.0,0.162,0.435,95.854,141907,4,1
514,0.439,0.867,4,-7.722,1,0.0618,0.00907,8.93e-06,0.679,0.318,129.103,279907,4,1
515,0.488,0.634,2,-7.232,1,0.0346,0.00367,0.0,0.254,0.681,76.698,286680,4,1
516,0.398,0.672,7,-10.092,1,0.0323,0.000596,2.54e-05,0.054,0.335,110.979,201467,4,1
517,0.383,0.814,3,-7.23,1,0.0405,0.0011,0.00406,0.101,0.569,116.454,251733,4,1
518,0.359,0.717,2,-10.309,1,0.0405,0.015,0.00365,0.36,0.47,121.878,360333,4,1
519,0.487,0.838,4,-6.153,1,0.0431,0.00351,2.92e-05,0.377,0.655,136.741,180347,4,1
520,0.435,0.657,5,-8.868,1,0.0545,0.00983,0.00748,0.0923,0.209,118.704,467640,4,1
521,0.197,0.796,2,-7.335,1,0.0645,0.000541,0.417,0.187,0.522,175.02,261387,4,1
522,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200,4,1
523,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,303587,4,1
524,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,1
525,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4,1
